Name;Country;Genre;Status;URL
Sabiasangre;Argentina;Stoner Metal/Rock;Active;https://www.metal-archives.com/bands/Sabiasangre/3540471959
Sabiendas;Germany;Death Metal;Active;https://www.metal-archives.com/bands/Sabiendas/100606
Sábila;Puerto Rico;Sludge/Stoner Metal;Active;https://www.metal-archives.com/bands/S%C3%A1bila/3540539279
Sabinas Rex;United States;Symphonic Metal;Active;https://www.metal-archives.com/bands/Sabinas_Rex/49025
Sabios Designios;Argentina;Heavy/Groove Metal;Active;https://www.metal-archives.com/bands/Sabios_Designios/3540515559
Sabïre;Canada;Heavy Metal/Hard Rock;Active;https://www.metal-archives.com/bands/Sab%C3%AFre/3540448691
Sabke Morde;Iran;Progressive Metal;Active;https://www.metal-archives.com/bands/Sabke_Morde/3540435950
Sable;Hungary;Death/Thrash Metal;Split-up;https://www.metal-archives.com/bands/Sable/44851
Sable;Spain;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sable/17054
Sable;United States;Heavy/Groove Metal;Active;https://www.metal-archives.com/bands/Sable/3540399795
Sable;Mexico;Thrash/Death Metal;Active;https://www.metal-archives.com/bands/Sable/3540385275
Sable Gown;United States;Black Metal;Active;https://www.metal-archives.com/bands/Sable_Gown/3540496110
Sabnac;Philippines;Black Metal;Active;https://www.metal-archives.com/bands/Sabnac/3540475332
Sabnach;Brazil;Black Metal;Active;https://www.metal-archives.com/bands/Sabnach/3540548442
Sabnack;United States;Black Metal;Active;https://www.metal-archives.com/bands/Sabnack/12687
SABO;Estonia;Heavy Metal/Hard Rock;Active;https://www.metal-archives.com/bands/SABO/125386
Saboath;South Africa;Death Metal;Unknown;https://www.metal-archives.com/bands/Saboath/3540491270
Saboath;Türkiye;Black Metal;Split-up;https://www.metal-archives.com/bands/Saboath/75325
Sabot;United States;Doom/Sludge Metal;Split-up;https://www.metal-archives.com/bands/Sabot/3540512851
Sabotage;Sweden;Doom Metal;Active;https://www.metal-archives.com/bands/Sabotage/3540280581
Sabotage;Austria;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabotage/3540391708
Sabotage;India;Thrash Metal;Active;https://www.metal-archives.com/bands/Sabotage/3540457308
Sabotage;Argentina;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabotage/3540261216
Sabotage;Italy;Heavy/Thrash Metal;Active;https://www.metal-archives.com/bands/Sabotage/2667
Sabotage;United States;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabotage/3540459431
Sabotage;Brazil;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabotage/73920
Sabotaje;Spain;Heavy Metal;Active;https://www.metal-archives.com/bands/Sabotaje/3540428120
Saboter;Greece;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Saboter/3540389997
Saboteur;United States;Thrash/Heavy Metal;Split-up;https://www.metal-archives.com/bands/Saboteur/3540490838
Sabrathan;Brazil;Raw Black Metal;Active;https://www.metal-archives.com/bands/Sabrathan/3540498778
Sabrax;Bulgaria;Black Metal;Split-up;https://www.metal-archives.com/bands/Sabrax/5665
Sabre;Canada;Heavy Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/Sabre/122626
Sabre;United Kingdom;NWOBHM/Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabre/10015
Sabre;Brazil;Heavy Metal/Hard Rock;On hold;https://www.metal-archives.com/bands/Sabre/90697
Sabre;United States;Melodic Heavy Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/Sabre/3540498314
Sabre;United States;Thrash Metal;Split-up;https://www.metal-archives.com/bands/Sabre/118671
