Name;Country;Genre;Status;URL
I Inside;Belgium;Thrash/Heavy Metal;Split-up;https://www.metal-archives.com/bands/I_Inside/3540328449
I Kill Whores;United States;Brutal Death Metal;Active;https://www.metal-archives.com/bands/I_Kill_Whores/3540413642
I Killed a Leprechaun at the Carnival;Sweden;Melodic Death/Folk Metal/Metalcore;Active;https://www.metal-archives.com/bands/I_Killed_a_Leprechaun_at_the_Carnival/3540345702
I Killed Everyone;United States;Deathcore;Active;https://www.metal-archives.com/bands/I_Killed_Everyone/3540345869
I Killed Myself;Spain;Melodic Death Metal/Metalcore;Split-up;https://www.metal-archives.com/bands/I_Killed_Myself/3540282234
I Killed the Prom Queen;Australia;Metalcore;Split-up;https://www.metal-archives.com/bands/I_Killed_the_Prom_Queen/3540485036
I Klatus;United States;Atmospheric Sludge/Doom Metal;Active;https://www.metal-archives.com/bands/I_Klatus/3540327780
I Left the Planet;Norway;Avant-garde Metal;Split-up;https://www.metal-archives.com/bands/I_Left_the_Planet/3540333285
I Legion;Canada;Metalcore;Active;https://www.metal-archives.com/bands/I_Legion/3540356746
I Lied;Finland;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/I_Lied/3540300304
I Miss My Death;Ukraine;"Gothic/Doom/Death Metal (early); Symphonic Metal (later)";Active;https://www.metal-archives.com/bands/I_Miss_My_Death/3540322030
I Miss You, C.......;Chile;Post-Black Metal/Shoegaze;Active;https://www.metal-archives.com/bands/I_Miss_You%2C_C......./3540515488
I Miti Eterni;Italy;Power Metal;Active;https://www.metal-archives.com/bands/I_Miti_Eterni/3540368669
I Must Fall;Uruguay;Black Metal;Split-up;https://www.metal-archives.com/bands/I_Must_Fall/3540418926
Í Myrkri;Denmark;Black Metal;Active;https://www.metal-archives.com/bands/%C3%8D_Myrkri/3540452744
I Now Walk into the Wild;Canada;Death Metal;Active;https://www.metal-archives.com/bands/I_Now_Walk_into_the_Wild/3540357108
I Only Exist as Frequency;Australia;Death/Groove Metal;Active;https://www.metal-archives.com/bands/I_Only_Exist_as_Frequency/3540523195
I Play to Forfeit;United States;Death Metal;Active;https://www.metal-archives.com/bands/I_Play_to_Forfeit/3540528448
I Refuse;Poland;Death Metal/Grindcore/Hardcore;Active;https://www.metal-archives.com/bands/I_Refuse/3540448347
I Revolt;Finland;Melodic Death Metal/Metalcore;Active;https://www.metal-archives.com/bands/I_Revolt/3540460553
I Rise in Flames;Finland;Death/Doom Metal;Split-up;https://www.metal-archives.com/bands/I_Rise_in_Flames/63954
I Rot;United States;Thrash/Death Metal;Active;https://www.metal-archives.com/bands/I_Rot/3540280377
I Satans Navn;Norway;Black Metal;Unknown;https://www.metal-archives.com/bands/I_Satans_Navn/3540487663
I Saw the Deep;Netherlands;Progressive Stoner Metal;Active;https://www.metal-archives.com/bands/I_Saw_the_Deep/3540463549
I Saw the Devil;Brazil;Grindcore/Death Metal;Split-up;https://www.metal-archives.com/bands/I_Saw_the_Devil/3540380026
I Saw the World Burn;United Kingdom;Groove Metal/Metalcore;Active;https://www.metal-archives.com/bands/I_Saw_the_World_Burn/3540419497
I See Insanity;Pakistan;Thrash Metal;Split-up;https://www.metal-archives.com/bands/I_See_Insanity/3540312521
I See Land;France;Sludge/Post-Metal;Active;https://www.metal-archives.com/bands/I_See_Land/3540412664
